customer_id,product_id,star_rating,review_date
46491402,B001M9KX78,4,2015-08-31
47443103,B004HKWSTU,5,2015-08-31
28704661,B001GESCQ8,5,2015-08-31
41790859,B00H4GLDSQ,4,2015-08-31
47842398,B010MPJKHQ,5,2015-08-31
13059449,B005V2UIZ4,5,2015-08-31
8378312,B000SC1IU6,5,2015-08-31
37923781,B001DJ9X64,5,2015-08-31
27188594,B005PUZZR8,2,2015-08-31
16802733,B000BUUVTO,5,2015-08-31
23848008,B00DLM2MNW,1,2015-08-31
8239409,B00LX5EYZ8,1,2015-08-31
38472291,B00IDZDDTO,3,2015-08-31
14170406,B00HUDTA38,5,2015-08-31
16464615,B00HUR3BDY,1,2015-08-31
14704256,B00PPG1B2A,5,2015-08-31
9394376,B008B4FKLG,5,2015-08-31
12378150,B00ZKLLZAI,3,2015-08-31
28968000,B00AYZ5QT6,5,2015-08-31
30831058,B00KRFSW1W,4,2015-08-31
10904036,B00D9NV2D4,5,2015-08-31
51475684,B007GM30PC,4,2015-08-31
15027774,B007BXMKGQ,5,2015-08-31
12606310,B00B7N7CTQ,5,2015-08-31
4129554,B00BN1MP5S,4,2015-08-31
35701412,B000X1L1L8,5,2015-08-31
6919880,B005ME8WK4,4,2015-08-31
37466463,B00ABRJQNO,5,2015-08-31
51220102,B004DGK3Z4,5,2015-08-31
16069110,B0009DT39C,5,2015-08-31
1012469,B004TSFBNK,4,2015-08-31
2786532,B00WUGAGLK,2,2015-08-31
31452126,B00OPCMIU4,5,2015-08-31
38237397,B00HDZGF4K,5,2015-08-31
35024887,B001ACCZ5K,1,2015-08-31
13547264,B00PEUVPZU,3,2015-08-31
43205411,B00JNGY9KO,5,2015-08-31
2783877,B00U88TRIK,5,2015-08-31
1510199,B003CTTZQQ,5,2015-08-31
22035196,B005MQ3Y3M,5,2015-08-31
36315104,B0000YUXI0,5,2015-08-31
42270190,B0009KN8UA,5,2015-08-31
11638382,B00IFWOOFW,5,2015-08-31
18195444,B00QJEM7ZM,5,2015-08-31
2186187,B00ZPIN2J8,1,2015-08-31
39387962,B000SVLSIE,5,2015-08-31
12992330,B00BFCH5MS,5,2015-08-31
16224247,B00KFNDWSY,5,2015-08-31
36786926,B00GJ1UK3G,3,2015-08-31
44375679,B00GJTX8UK,5,2015-08-31
19948773,B0125QNWP6,5,2015-08-31
26944825,B002771T86,5,2015-08-31
12672291,B00BKZQJHW,3,2015-08-31
18437325,B00UGBJTEQ,5,2015-08-31
45407233,B00SS7ZVN8,5,2015-08-31
37823524,B0099D5KHM,5,2015-08-31
621733,B00DDHHTNI,5,2015-08-31
19987044,B00LSN337U,5,2015-08-31
12302306,B00HYH6858,3,2015-08-31
31499430,B00VOK0V7M,3,2015-08-31
14521352,B00K3JQO9Y,4,2015-08-31
41940537,B00J1XB0BU,5,2015-08-31
4441200,B000GD5LY6,3,2015-08-31
2909389,B003UAZB7E,3,2015-08-31
128926,B007SNGSFS,5,2015-08-31
52412469,B000UTNW3I,2,2015-08-31
16154457,B004Z209HS,5,2015-08-31
2623656,B0142AWPDS,5,2015-08-31
21348344,B0037QGEN6,1,2015-08-31
42727180,B00Q70R43I,5,2015-08-31
44311418,B000C1UAX4,5,2015-08-31
22952594,B0018A32XS,5,2015-08-31
45868389,B00L4KYA9C,5,2015-08-31
13125923,B00SFQQJVA,5,2015-08-31
2165578,B0119CL3GC,5,2015-08-31
37016157,B007FQ9WNS,5,2015-08-31
7882775,B005J3A3S2,5,2015-08-31
2697186,B004VFXVJW,2,2015-08-31
46460930,B00ZKLLZAI,3,2015-08-31
48493962,B000N38PEC,5,2015-08-31
5309932,B0009R362I,5,2015-08-31
41137196,B00U35H410,5,2015-08-31
52127452,B00IT9CR2S,4,2015-08-31
52202899,B00ARKQG3I,5,2015-08-31
110642,B00GXFZLGO,5,2015-08-31
43131604,B00GPHK4N0,2,2015-08-31
12512945,B00HK7GTGA,2,2015-08-31
10011084,B00HJNA3ZI,3,2015-08-31
929774,B00JL4HERS,5,2015-08-31
20825852,B00FBN953O,4,2015-08-31
13596927,B00K6CPGE2,3,2015-08-31
7162380,B00FVZB0YY,5,2015-08-31
14683075,B00ZQDKDIU,5,2015-08-31
49418920,B005E6UAY6,5,2015-08-31
19325742,B006HCJXBM,2,2015-08-31
924899,B00QR7T8WQ,5,2015-08-31
49598970,B00R0UK1JI,4,2015-08-31
15077926,B00021C1NG,5,2015-08-31
21810533,B00GXFZHD6,5,2015-08-31
1042957,B00XTAFYKY,5,2015-08-31
5491624,B008HJRLXK,4,2015-08-31
35953499,B004N7DQHA,5,2015-08-31
10406910,B00KD76OGO,5,2015-08-31
42235766,B00S560WPE,5,2015-08-31
718904,B00BOJRGGM,4,2015-08-31
12034711,B00JZKI5GM,4,2015-08-31
43373514,B00H2B4H2M,4,2015-08-31
11909522,B00G4ELCHG,5,2015-08-31
7162380,B00J1W0XGY,5,2015-08-31
36462836,B0030HMQTS,5,2015-08-31
22792537,B0019QU5P4,5,2015-08-31
25240884,B013J5BXFS,5,2015-08-31
37855130,B007GFUIG8,5,2015-08-31
9943611,B006L16BHS,1,2015-08-31
44605318,B005FKZCLC,5,2015-08-31
17665085,B00ZKLLZAI,5,2015-08-31
36290808,B003UKM9CO,5,2015-08-31
11740675,B000UK16AI,3,2015-08-31
29024892,B00GOBN0W4,5,2015-08-31
24185945,B000JL7WQK,5,2015-08-31
39024759,B001U1Z1FM,5,2015-08-31
47780151,B00F6IMIZG,5,2015-08-31
15757589,B004YGLSD4,4,2015-08-31
1555295,B008FX7B9M,5,2015-08-31
10912083,B004UQ6Q62,5,2015-08-31
30194155,B00P35FQ2Y,5,2015-08-31
29355410,B00LMIVLXY,5,2015-08-31
44504545,B00ARF42H0,5,2015-08-31
49863213,B00LZWV0WY,5,2015-08-31
9384134,B00AGTUX66,4,2015-08-31
11532110,B00UM9ZTS2,5,2015-08-31
34798634,B00K21J9XQ,3,2015-08-31
52452042,B00005IBW1,5,2015-08-31
29662997,B00A1ERF9E,5,2015-08-31
29377443,B00XZ2EO84,5,2015-08-31
44022275,B001ET76EY,5,2015-08-31
44565860,B00E3GNOZU,5,2015-08-31
19734479,B005IEK3SC,4,2015-08-31
28959581,B003FBTYFS,5,2015-08-31
19865409,B0006NXQF2,4,2015-08-31
19542112,B00K6OPZ6O,5,2015-08-31
39190279,B00MC7ZNXI,5,2015-08-31
33037692,B000GHGGKK,4,2015-08-31
30887722,B000MGSJBY,5,2015-08-31
24713969,B003EMJHG4,2,2015-08-31
34431553,B000OL8P2U,4,2015-08-31
19938379,B000HJT1CW,4,2015-08-31
52755883,B0047PPO0U,1,2015-08-31
51466980,B00L1KFQKC,5,2015-08-31
22596791,B00CKH116I,3,2015-08-31
50387570,B001NG0TXI,5,2015-08-31
188385,B00YZHXL0K,4,2015-08-31
7475466,B00G4523GE,5,2015-08-31
738922,B00J2APR98,5,2015-08-31
12646082,B012BV698C,5,2015-08-31
21145894,B002QF4UYY,5,2015-08-31
41529997,B00ZKLLZAI,4,2015-08-31
16284072,B00H5UP96I,5,2015-08-31
1893830,B001CE8JDI,5,2015-08-31
6295011,B003UKR67M,5,2015-08-31
32609378,B001H64OTE,4,2015-08-31
39177836,B0013TMFV4,5,2015-08-31
14978501,B00WBWO812,5,2015-08-31
18384642,B005ABAGR6,4,2015-08-31
22181365,B00OVG34ZC,5,2015-08-31
40447818,B0007P2OMK,5,2015-08-31
416619,B000O2T3DY,5,2015-08-31
45461354,B000V0X61O,5,2015-08-31
19614242,B005MIFIW0,5,2015-08-31
15785389,B003XK63GE,1,2015-08-31
2672069,B00147V0PM,5,2015-08-31
42543864,B0037HP9OA,1,2015-08-31
47496269,B005NMMKDK,2,2015-08-31
46557825,B00X3DDHHO,5,2015-08-31
42261929,B00Z1ID3M8,2,2015-08-31
20164236,B00OSUJPA4,5,2015-08-31
3267685,B00EKT70EG,5,2015-08-31
133977,B0019D2ZLO,5,2015-08-31
12079945,B00DHWJJ3C,5,2015-08-31
51805136,B000ZIK9LC,5,2015-08-31
12386924,B00FDXEDGG,5,2015-08-31
47303281,B000QUNDDU,5,2015-08-31
34012759,B00169DHNQ,5,2015-08-31
17220204,B00VVWF26S,4,2015-08-31
27682058,B001V9LQ0W,5,2015-08-31
44172387,B001E3Y9F4,5,2015-08-31
49810474,B00889ZFQY,2,2015-08-31
9536925,B00A1WTQMU,5,2015-08-31
38709708,B004L4EING,4,2015-08-31
28164648,B00Q78C1EW,5,2015-08-31
19231915,B0041HTTA0,5,2015-08-31
2643791,B0007L44SG,4,2015-08-31
35497413,B001RVTWL4,5,2015-08-31
30536398,B00EWDY4VW,5,2015-08-31
8302402,B00NY5NGPE,5,2015-08-31
35497413,B000W5K1E8,5,2015-08-31
802875,B000JNQSIQ,5,2015-08-31
47800487,B003E1B6UU,5,2015-08-31
2754364,B000H30FO6,2,2015-08-31
12697686,B007ZY1918,1,2015-08-31
47300152,B000C21CQW,1,2015-08-31
52893975,B00T38S9E4,5,2015-08-31
21683558,B003YM1XUW,5,2015-08-31
11708548,B00SK5OKGC,4,2015-08-31
333848,B00SX6XABO,5,2015-08-31
28729819,B0081TO1YS,1,2015-08-31
45942140,B00KCFAZTE,2,2015-08-31
35146496,B00N4VHKP0,5,2015-08-31
29586417,B004X8IDE0,5,2015-08-31
15786356,B005N7YHGS,1,2015-08-31
339587,B00ABRJQNO,4,2015-08-31
47631439,B0086VIA1Q,4,2015-08-31
2283918,B003FCM31Y,5,2015-08-31
42058711,B00IN6VAVQ,5,2015-08-31
13607224,B00R1U3C3Y,5,2015-08-31
19809095,B00K04FH2W,5,2015-08-31
8220249,B00GW4OVF8,5,2015-08-31
13059449,B005XQWXTW,5,2015-08-31
19511929,B003LQZTV0,5,2015-08-31
19809095,B0037HP9OA,5,2015-08-31
19563739,B010BVZ1VU,5,2015-08-31
413959,B00FD3QM5G,5,2015-08-31
48599882,B00SA841PO,5,2015-08-31
2078375,B00NMX7KG4,1,2015-08-31
43301034,B00B6A8JQA,5,2015-08-31
18630513,B00OV4JA34,5,2015-08-31
20852026,B002A0W3PI,5,2015-08-31
15959982,B008U8N26I,5,2015-08-31
45553772,B00ZKLLZAI,4,2015-08-31
27896422,B00IFMQ2A2,4,2015-08-31
40460744,B00ISUUI56,5,2015-08-31
22297413,B00MWI2IS0,5,2015-08-31
48941386,B0001YOPVA,5,2015-08-31
12553981,B00HAT8EKW,5,2015-08-31
21861779,B00ZH4TA7I,4,2015-08-31
14576101,B00BDGXT9Y,5,2015-08-31
37165283,B00M84ZVDM,4,2015-08-31
10095976,B000WZK4RW,5,2015-08-31
12803698,B00KUIJE36,1,2015-08-31
47956480,B009GYVMAS,3,2015-08-31
1749975,B00LM3L90Y,4,2015-08-31
30526559,B008Y9B0MG,5,2015-08-31
12732379,B006WZ9K5I,4,2015-08-31
13736437,B00APEPPLA,5,2015-08-31
12356817,B0054GBXOW,5,2015-08-31
50059894,B0140EEAX4,5,2015-08-31
25415089,B00HCHNBP0,3,2015-08-31
34678741,B003V264WW,5,2015-08-31
33708512,B00BFFQMBA,5,2015-08-31
14449428,B000QVDG18,5,2015-08-31
13494705,B005V2UI5Y,3,2015-08-31
7708211,B0012J30LY,5,2015-08-31
11777535,B00778B2UA,5,2015-08-31
13309326,B000WIIMO6,5,2015-08-31
36733351,B00871DNU8,5,2015-08-31
51867299,B00GQP8H8A,1,2015-08-31
29652080,B000AADF20,3,2015-08-31
4754765,B00DZNZXJM,1,2015-08-31
46027210,B00A8DHHNC,1,2015-08-31
47936664,B00HXAIN90,4,2015-08-31
8141754,B00763LZWQ,5,2015-08-31
6531518,B00N30SE3E,5,2015-08-31
23817168,B00LNOV8JO,5,2015-08-31
25712802,B00R9C6M5E,5,2015-08-31
31832361,B002QG6P9G,5,2015-08-31
14889164,B009HU5FJK,5,2015-08-31
113171,B007K6K0IY,5,2015-08-31
7360347,B00SPBVM5S,5,2015-08-31
15051407,B00RS7J9NW,5,2015-08-31
12639778,B002BX3PPG,4,2015-08-31
3860628,B004GTNXTQ,5,2015-08-31
52661074,B00BFZFVW6,5,2015-08-31
7260378,B001ECQ4OY,5,2015-08-31
44923974,B0081K2R2U,3,2015-08-31
11531706,B004NJWXMW,5,2015-08-31
20562418,B00KJS5ORW,5,2015-08-31
41661889,B00NN07IMW,5,2015-08-31
18961032,B00JEXQFK8,5,2015-08-31
22598205,B00PJ2DA9M,5,2015-08-31
11702658,B001AHG9FC,5,2015-08-31
20562418,B00HUZTL5I,5,2015-08-31
6375411,B00F5KDIC2,5,2015-08-31
5752408,B00N2JMGLM,5,2015-08-31
126309,B00SDUD7IQ,5,2015-08-31
244320,B010CBPK3S,3,2015-08-31
52097159,B00PAXDQVM,5,2015-08-31
11000197,B002XITZ1C,3,2015-08-31
14030284,B011CFEMF0,2,2015-08-31
29998599,B00V7I4FGY,5,2015-08-31
4286974,B001ANN288,1,2015-08-31
30745339,B00IY2AFHY,3,2015-08-31
25564245,B00GOYH4PA,5,2015-08-31
129311,B001ET76EE,5,2015-08-31
30145819,B0113CQF1Q,4,2015-08-31
45635476,B0045X854G,3,2015-08-31
22816698,B0014P8L9W,5,2015-08-31
127662,B00L4FQVB2,5,2015-08-31
131478,B004TSFE28,5,2015-08-31
39177584,B00DPE9EQO,5,2015-08-31
17983464,B002JPJ2ZS,4,2015-08-31
48042921,B00FFGQQ8Y,5,2015-08-31
14683075,B0045XDGZ4,5,2015-08-31
1186446,B00D9NV2D4,5,2015-08-31
12409527,B004C6ZC5G,1,2015-08-31
41495540,B00BB0QECG,5,2015-08-31
21553902,B00LPR2U5K,5,2015-08-31
38030385,B009AZOM8M,3,2015-08-31
23511740,B004C0NVUA,5,2015-08-31
7990579,B000GHYSUU,5,2015-08-31
1488387,B0058NANJC,3,2015-08-31
16552594,B0099EHM86,1,2015-08-31
23614317,B000RU2BLO,3,2015-08-31
164754,B00I32AN4K,5,2015-08-31
12516845,B0058HXB56,5,2015-08-31
31990902,B00JUJ1B82,5,2015-08-31
30906290,B00PE6SNUY,3,2015-08-31
11053320,B0033ZC340,5,2015-08-31
11909522,B002LA53V8,5,2015-08-31
6959212,B00X8HWZU0,5,2015-08-31
37739600,B001V9LUQ2,5,2015-08-31
38800089,B00H8A2KSU,5,2015-08-31
12606231,B00M1E5F1W,1,2015-08-31
33824950,B00HFQQ0VU,3,2015-08-31
5151629,B00H2B4H2M,5,2015-08-31
12853765,B0038TVHGG,5,2015-08-31
33802043,B000JUV816,4,2015-08-31
15257586,B004WOSOA8,5,2015-08-31
14736068,B006P2AX8G,5,2015-08-31
45904512,B00IKFIJEG,2,2015-08-31
13414131,B00DUFF610,5,2015-08-31
17259593,B00LMIVLXY,5,2015-08-31
34798634,B00MXD137Q,4,2015-08-31
52174451,B0045H668Y,4,2015-08-31
16009441,B00BN152EE,3,2015-08-31
52488296,B004FOTOO0,3,2015-08-31
27219922,B008XWYBF2,4,2015-08-31
1765016,B006WZ9X8M,5,2015-08-31
29404967,B00HB2ARHQ,5,2015-08-31
10721966,B00JFR61GQ,5,2015-08-31
15339014,B00IK5NBXU,5,2015-08-31
43749203,B00OSZBHRI,5,2015-08-31
1921024,B00RSLL9R2,5,2015-08-31
24461489,B00J91NDTQ,5,2015-08-31
2467134,B00AHHIZIK,5,2015-08-31
32365406,B000RY5XL0,1,2015-08-31
2046159,B000052YBV,5,2015-08-31
5930575,B00VKHKH8C,5,2015-08-31
126444,B000050B75,3,2015-08-31
39717251,B002IZN2DC,5,2015-08-31
44381452,B0014B2QTM,5,2015-08-31
13060363,B00LNOV8JO,5,2015-08-31
12884483,B002889468,1,2015-08-31
27253061,B0046N3QRG,5,2015-08-31
27832188,B000U7EG0I,3,2015-08-31
50881822,B00MXI919I,5,2015-08-31
1656184,B007WI3LEA,1,2015-08-31
17097496,B00YOKZYGC,5,2015-08-31
45132144,B00YB1ACJ8,4,2015-08-31
21377115,B00LJXQOW0,5,2015-08-31
4300861,B00IKU3O9G,5,2015-08-31
45317707,B00IGGX1HY,5,2015-08-31
23145839,B008Y19XFU,3,2015-08-31
20870671,B001JK4CAY,5,2015-08-31
22097711,B00N30SE3E,5,2015-08-31
975237,B00RDN9JZO,5,2015-08-31
13288513,B00W1C5V9K,3,2015-08-31
30208211,B000VSV2SK,5,2015-08-31
24698291,B00FU6PKQ8,5,2015-08-31
2687437,B001CMT8DA,4,2015-08-31
47962805,B00N5H3IE0,5,2015-08-31
44447830,B0051B5IV4,5,2015-08-31
21722701,B000PGSSNU,5,2015-08-31
11290238,B002XITZDA,4,2015-08-31
18948497,B00766SGE8,2,2015-08-31
12291184,B000WQ7T9C,2,2015-08-31
48703125,B00FP2NDHA,5,2015-08-31
10856248,B00T11B5Y4,5,2015-08-31
40501021,B00336YZ18,3,2015-08-31
37235551,B0000YUXI0,4,2015-08-31
4458903,B00AYWN8OY,5,2015-08-31
50259294,B00U09XJ6I,5,2015-08-31
14661742,B00SXNWOFK,5,2015-08-31
44571952,B000P20U7G,5,2015-08-31
16657252,B000C1ZFH0,5,2015-08-31
4553755,B00JB6R7NM,5,2015-08-31
21720431,B00HMUQIUM,5,2015-08-31
10267110,B000FQOQ5Y,1,2015-08-31
15470970,B013HB6ZIO,5,2015-08-31
17023782,B00I50OI1O,5,2015-08-31
14700443,B00NL2AON2,5,2015-08-31
41214864,B00N30SE3E,5,2015-08-31
43199438,B00A2IX4LM,5,2015-08-31
15146326,B003RW2K0G,5,2015-08-31
45193989,B006E5JACY,5,2015-08-31
45652964,B00B8NP1QQ,2,2015-08-31
5027714,B00NQGWFCQ,5,2015-08-31
8113552,B00BERP5CG,5,2015-08-31
29082309,B001B60YXK,5,2015-08-31
20902863,B004EJRU9M,3,2015-08-31
50706048,B000E7YLF4,5,2015-08-31
31637652,B00HQNEB04,5,2015-08-31
9545905,B000ZLVUYO,4,2015-08-31
41623409,B00119TXES,5,2015-08-31
2729905,B00AEYGIR6,5,2015-08-31
35507683,B001A4X0AM,4,2015-08-31
22725058,B00URXIKIY,5,2015-08-31
2773999,B00B8ZF164,5,2015-08-31
50901888,B000O7NI1C,4,2015-08-31
52811533,B00E3GNOZU,5,2015-08-31
23048761,B00CQLSPOY,5,2015-08-31
1316021,B00ZQDKDIU,5,2015-08-31
50848095,B00HND4OT0,5,2015-08-31
2718698,B002EBX3V6,5,2015-08-31
30536398,B00GFVURQA,5,2015-08-31
6931773,B0006LJD2Y,5,2015-08-31
41351905,B00GY5F1NG,4,2015-08-31
36602591,B000X20Y4C,4,2015-08-31
21010710,B004RDNIT6,5,2015-08-31
22942898,B00AZUHKSK,5,2015-08-31
31939469,B00ED6FV5G,5,2015-08-31
43301034,B001DJDP7C,5,2015-08-31
8113552,B010V5FRP6,5,2015-08-31
11680270,B003PARWS0,5,2015-08-31
10415449,B009HULFLW,4,2015-08-31
43301034,B00GW5FQB0,5,2015-08-31
31579486,B013HAL7JC,5,2015-08-31
50462466,B001RVOZE8,5,2015-08-31
20902863,B002XQ1Y86,3,2015-08-31
14458775,B00Q5DF3RQ,5,2015-08-31
16148874,B011WB6MT8,1,2015-08-31
36167099,B00BD3SI1Q,4,2015-08-31
501377,B00O4H17AW,5,2015-08-31
39235677,B0126XBPS4,2,2015-08-31
19732952,B00QRQG70S,5,2015-08-31
15255004,B00L2SWF7K,2,2015-08-31
51640906,B00ARF42D4,3,2015-08-31
31324134,B004C6DTZ6,5,2015-08-31
114968,B007TC0HIC,5,2015-08-31
48263556,B00D2KW68Y,5,2015-08-31
13348053,B000C1VWJU,5,2015-08-31
52982482,B004Y6NVFM,5,2015-08-31
42870564,B00XFSTQWM,1,2015-08-31
14004609,B00UBP8G00,2,2015-08-31
22444214,B00QYOTA7A,2,2015-08-31
10579374,B0000A1WGK,5,2015-08-31
30506190,B001PBOKRM,5,2015-08-31
18494253,B007IM3RZI,2,2015-08-31
23396109,B013T7MEZO,5,2015-08-31
12815503,B002BQ3DGY,4,2015-08-31
24414355,B00M4P30RE,3,2015-08-31
4592430,B00IISY25U,1,2015-08-31
45348717,B009RW3HFC,5,2015-08-31
1308732,B004X1QY20,4,2015-08-31
13879735,B00WH7TFWI,4,2015-08-31
126736,B0038BCDAI,5,2015-08-31
29652080,B00MXD6GBY,4,2015-08-31
51834701,B0077LAJT2,2,2015-08-31
208041,B00WBW82BY,5,2015-08-31
1181639,B00KRH41OW,3,2015-08-31
34568929,B00IC8XBCG,5,2015-08-31
40151228,B00387F7F0,5,2015-08-31
40801273,B00NET8DL2,5,2015-08-31
26111021,B00JL7IASM,5,2015-08-31
41823087,B008YEMVSI,1,2015-08-31
15464618,B008G3P33W,5,2015-08-31
13076192,B00U87LCDE,5,2015-08-31
7083256,B00BB8N8AY,5,2015-08-31
106917,B009AZ6GWW,4,2015-08-31
13592887,B0015AFWH0,1,2015-08-31
23313928,B00HQSY1ZO,5,2015-08-31
2103825,B00DT4757A,4,2015-08-31
39438801,B00XIK0NTC,5,2015-08-31
